@RELATION digits

@ATTRIBUTE f0 NUMERIC
@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE class {0,1,2,3,4,5,6,7,8,9}

@DATA
0.00000000,3.00000000,1.00000000,162.69386140,1.68146603,6887.74097419,3
0.00000000,3.00000000,1.00000000,185.65086140,1.99373527,10466.95006045,3
0.00000000,3.00000000,1.00000000,166.10886140,1.87134602,6979.79308210,3
0.00000000,3.00000000,1.00000000,167.88686140,1.83516308,8525.26540605,3
0.00000000,3.00000000,1.00000000,165.66286140,1.86930522,8728.79199914,3
0.00000000,3.00000000,1.00000000,198.52686140,1.94507826,11782.60371061,3
0.00000000,3.00000000,1.00000000,183.67486140,1.95003514,10405.73153312,3
0.00000000,3.00000000,1.00000000,180.15886140,1.94322302,9071.04005380,3
0.00000000,3.00000000,1.00000000,180.05286140,2.00929946,9421.33239791,3
0.00000000,3.00000000,1.00000000,202.30686140,2.10935725,13632.60453718,3
0.00000000,4.00000000,2.00000000,201.75286140,2.00469012,12247.22813136,3
0.00000000,4.00000000,2.00000000,169.59886140,1.72750900,8910.36955052,3
0.00000000,4.00000000,1.00000000,177.62886140,2.04565775,9595.30306345,3
0.00000000,4.00000000,2.00000000,175.97486140,1.89119403,9061.17502745,3
0.00000000,4.00000000,2.00000000,184.45286140,2.08466580,10399.71566268,3
0.00000000,4.00000000,2.00000000,180.92886140,1.74244579,10463.68110671,3
0.00000000,4.00000000,2.00000000,172.46886140,1.92466583,10098.77683572,3
0.00000000,4.00000000,2.00000000,185.99086140,1.96766823,9959.27839390,3
0.00000000,4.00000000,2.00000000,162.77686140,1.78064324,6368.28511708,3
0.00000000,3.00000000,1.00000000,178.52286140,1.95583468,8373.78302260,3
0.00000000,4.00000000,2.00000000,177.99286140,1.85711571,9242.45693366,3
0.00000000,2.00000000,0.00000000,176.04086140,1.77019531,7356.22593265,3
0.00000000,2.00000000,0.00000000,172.74886140,1.77000975,8960.33445838,3
0.00000000,2.00000000,0.00000000,161.71686140,1.59504786,6200.32266530,3
0.00000000,3.00000000,1.00000000,153.67886140,1.73965609,6301.46317646,3
0.00000000,4.00000000,2.00000000,211.36286140,2.20227607,15845.42042440,3
0.00000000,3.00000000,1.00000000,182.14486140,1.93242339,10334.97846721,3
0.00000000,3.00000000,1.00000000,217.85486140,2.37424167,16356.14743872,3
0.00000000,3.00000000,1.00000000,194.88886140,2.19557520,10933.30075796,3
0.00000000,2.00000000,0.00000000,148.98886140,1.72013172,6202.22160239,3
0.00000000,3.00000000,1.00000000,171.07886140,1.89584975,8202.03379692,3
0.00000000,4.00000000,2.00000000,180.58086140,1.96655242,9788.18862880,3
0.00000000,2.00000000,0.00000000,167.60586140,1.94158731,8221.39890301,3
0.00000000,3.00000000,1.00000000,195.11286140,2.02606225,12050.60948504,3
0.00000000,2.00000000,0.00000000,152.63486140,1.64996696,5666.23825409,3
0.00000000,3.00000000,1.00000000,191.52286140,2.13396197,10939.17494133,3
0.00000000,4.00000000,2.00000000,187.03286140,1.88432129,10698.32863360,3
0.00000000,3.00000000,1.00000000,190.34886140,2.19032276,10871.54538053,3
0.00000000,4.00000000,2.00000000,194.55086140,2.14277370,12453.85597993,3
0.00000000,3.00000000,1.00000000,158.64086140,1.70243721,6889.13315418,3
0.00000000,3.00000000,1.00000000,186.18886140,2.07130130,10971.96773074,3
0.00000000,3.00000000,1.00000000,181.89686140,1.89655190,9601.78494553,3
0.00000000,2.00000000,0.00000000,186.08086140,2.07171143,10529.15896425,3
0.00000000,3.00000000,1.00000000,193.97886140,1.97326905,10038.94865633,3
0.00000000,4.00000000,2.00000000,175.43686140,1.97328854,8248.42138255,3
0.00000000,3.00000000,1.00000000,185.17186140,2.01654910,10421.04733427,3
0.00000000,4.00000000,2.00000000,171.20286140,1.96511340,9201.72677187,3
0.00000000,3.00000000,1.00000000,155.16686140,1.76792487,7200.17474359,3
0.00000000,3.00000000,1.00000000,169.88886140,1.78729207,8188.01344505,3
0.00000000,3.00000000,1.00000000,180.82886140,1.86017539,9153.84466241,3
0.00000000,4.00000000,2.00000000,169.60686140,1.98666431,9267.35803588,4
0.00000000,2.00000000,0.00000000,152.60486140,1.82732984,7040.54179101,4
0.00000000,3.00000000,1.00000000,168.89486140,1.90121697,9983.23234315,4
0.00000000,3.00000000,1.00000000,179.24086140,1.95927310,10298.70077143,4
0.00000000,3.00000000,1.00000000,165.17286140,1.93472732,9146.97915479,4
0.00000000,2.00000000,0.00000000,136.39286140,1.36803896,3387.76163148,4
0.00000000,2.00000000,0.00000000,157.22686140,1.81676470,7665.67098528,4
0.00000000,3.00000000,1.00000000,177.90886140,1.96247338,9006.60706368,4
0.00000000,3.00000000,1.00000000,152.23886140,1.67293046,6403.84205464,4
0.00000000,3.00000000,1.00000000,177.37186140,1.95207773,10193.53626548,4
0.00000000,3.00000000,1.00000000,165.89286140,1.74283043,8894.77132927,4
0.00000000,3.00000000,1.00000000,153.95086140,1.76855486,7029.15084607,4
0.00000000,3.00000000,1.00000000,158.12886140,1.80906604,7696.02357646,4
0.00000000,3.00000000,1.00000000,152.77686140,1.69303193,7281.13993918,4
0.00000000,3.00000000,1.00000000,152.00686140,1.72211605,7239.59848510,4
0.00000000,3.00000000,1.00000000,164.89286140,1.80924005,7835.67050126,4
0.00000000,3.00000000,1.00000000,158.10286140,1.78257426,6902.26456977,4
0.00000000,3.00000000,1.00000000,152.24686140,1.73749199,7674.50611607,4
0.00000000,3.00000000,1.00000000,152.95086140,1.64137559,5971.37126610,4
0.00000000,3.00000000,1.00000000,153.60286140,1.76896300,7176.36622421,4
0.00000000,3.00000000,1.00000000,166.01686140,1.78807285,8751.43383554,4
0.00000000,3.00000000,1.00000000,152.85086140,1.78731651,7950.14029821,4
0.00000000,2.00000000,0.00000000,155.70486140,1.73758801,6036.65428110,4
0.00000000,3.00000000,1.00000000,163.01486140,1.89319898,8200.81666235,4
0.00000000,3.00000000,1.00000000,157.05286140,1.71160490,6720.01525585,4
0.00000000,3.00000000,1.00000000,152.80886140,1.70794504,6332.25928752,4
0.00000000,2.00000000,0.00000000,163.22286140,1.90045243,7578.85089650,4
0.00000000,2.00000000,0.00000000,144.90286140,1.55388539,5890.61383193,4
0.00000000,2.00000000,0.00000000,153.76886140,1.54134861,6642.73158437,4
0.00000000,4.00000000,1.00000000,157.67286140,1.76647456,6775.26588918,4
0.00000000,2.00000000,0.00000000,145.44886140,1.55080208,5775.93993999,4
0.00000000,4.00000000,2.00000000,145.60686140,1.69969300,6961.11032834,4
0.00000000,3.00000000,1.00000000,179.80486140,1.87859315,9914.70621562,4
0.00000000,2.00000000,0.00000000,158.64886140,1.71371990,7364.01490889,4
0.00000000,3.00000000,1.00000000,162.37086140,1.77486795,8280.35446911,4
0.00000000,2.00000000,0.00000000,149.12886140,1.67207177,6858.85243118,4
0.00000000,3.00000000,1.00000000,168.53086140,1.64524762,7900.77406805,4
0.00000000,2.00000000,0.00000000,162.39486140,1.75033858,7507.13000038,4
0.00000000,3.00000000,1.00000000,167.43886140,1.83302037,7691.58358712,4
0.00000000,3.00000000,1.00000000,155.93486140,1.68071084,7086.93940095,4
0.00000000,3.00000000,1.00000000,131.87886140,1.48453498,3621.13195294,4
0.00000000,3.00000000,1.00000000,149.67586140,1.73242169,5827.96989315,4
0.00000000,3.00000000,1.00000000,159.88086140,1.69144059,7813.04669002,4
0.00000000,4.00000000,2.00000000,155.37286140,1.69582878,7497.89057100,4
0.00000000,3.00000000,1.00000000,163.62086140,1.73835785,8313.90784365,4
0.00000000,3.00000000,1.00000000,145.48186140,1.65757688,5967.15809076,4
0.00000000,3.00000000,1.00000000,151.19686140,1.67552280,6378.67511286,4
0.00000000,3.00000000,1.00000000,163.06486140,1.73738651,8403.62396801,4
0.00000000,3.00000000,1.00000000,157.54886140,1.68342568,6946.21902093,4
0.00000000,3.00000000,1.00000000,155.79486140,1.69410633,6382.72416538,4
0.00000000,4.00000000,2.00000000,158.09486140,1.67964795,7023.25111880,4
0.00000000,3.00000000,1.00000000,154.97686140,1.82476097,6841.24582786,4
0.00000000,2.00000000,0.00000000,153.28086140,1.70653613,7560.46736100,4
0.00000000,2.00000000,0.00000000,164.40486140,1.80116276,7544.11989085,4
0.00000000,2.00000000,0.00000000,161.26286140,1.74966974,6405.39042419,4
0.00000000,3.00000000,1.00000000,157.02686140,1.66711926,7316.13978168,4
0.00000000,2.00000000,0.00000000,148.07886140,1.62230075,6558.87674424,4
0.00000000,3.00000000,1.00000000,164.23886140,1.82569430,8714.93168067,4
0.00000000,3.00000000,1.00000000,154.15086140,1.80718137,7312.85540398,4
0.00000000,2.00000000,0.00000000,161.18686140,1.72477443,6760.36460757,4
0.00000000,3.00000000,1.00000000,179.90286140,1.82415887,9869.98731490,4
0.00000000,2.00000000,0.00000000,150.66086140,1.76474320,6041.30494492,4
0.00000000,3.00000000,1.00000000,174.65086140,1.84123528,9831.74303453,4
0.00000000,3.00000000,1.00000000,155.43086140,1.64090416,7442.47043847,4
0.00000000,3.00000000,1.00000000,159.75686140,1.70701839,7929.07169683,4
0.00000000,3.00000000,1.00000000,152.37086140,1.67820523,6924.09582833,4
0.00000000,3.00000000,1.00000000,165.17286140,1.79608228,8123.28509046,4
0.00000000,3.00000000,1.00000000,156.60486140,1.79458484,7836.86748431,4
0.00000000,3.00000000,1.00000000,148.69086140,1.70954721,6028.28150127,4
0.00000000,3.00000000,1.00000000,157.66486140,1.69811823,7705.12099673,4
0.00000000,3.00000000,1.00000000,150.08886140,1.72276112,6256.09689413,4
0.00000000,3.00000000,1.00000000,168.96086140,1.83319150,9456.09771976,4
0.00000000,2.00000000,0.00000000,146.40086140,1.58842002,5818.68168787,4
0.00000000,2.00000000,0.00000000,168.77086140,1.78173630,8563.05054549,4
0.00000000,2.00000000,0.00000000,153.52886140,1.68838759,5951.87584722,4
0.00000000,6.00000000,2.00000000,114.71886140,1.46045826,4695.09525811,4
0.00000000,3.00000000,1.00000000,164.28886140,1.82201122,7826.24935643,4
0.00000000,3.00000000,1.00000000,159.15286140,1.80745268,9255.02741174,4
0.00000000,4.00000000,2.00000000,154.43886140,1.76976396,8250.63891543,4
0.00000000,3.00000000,1.00000000,161.20486140,1.79896525,6392.07571344,4
0.00000000,4.00000000,2.00000000,164.21486140,1.82401191,7819.85176305,4
0.00000000,3.00000000,1.00000000,176.39486140,1.88344649,9628.85020876,4
0.00000000,3.00000000,1.00000000,171.78986140,1.93226761,8982.25641523,4
0.00000000,2.00000000,0.00000000,148.12886140,1.62776627,6230.01093150,4
0.00000000,4.00000000,2.00000000,175.34686140,1.95831579,9890.35018353,4
0.00000000,3.00000000,1.00000000,168.45686140,1.79740185,8899.88312117,4
0.00000000,3.00000000,1.00000000,176.66886140,2.01951197,8371.92057641,4
0.00000000,3.00000000,1.00000000,174.27886140,1.98406363,9116.31395407,4
0.00000000,2.00000000,0.00000000,150.90686140,1.73502529,6092.58605556,4
0.00000000,2.00000000,0.00000000,159.04486140,1.70800904,6636.69754428,4
0.00000000,2.00000000,0.00000000,160.72486140,1.80924885,6880.07858987,4
0.00000000,3.00000000,1.00000000,155.95286140,1.64872574,7043.90973115,4
0.00000000,3.00000000,1.00000000,157.17686140,1.70913414,5932.05290181,4
0.00000000,3.00000000,1.00000000,143.60486140,1.57447299,5483.12744176,4
0.00000000,3.00000000,1.00000000,146.04486140,1.66535045,6194.82269664,4
0.00000000,3.00000000,1.00000000,153.05686140,1.62612270,6476.26917055,4
0.00000000,2.00000000,0.00000000,151.89986140,1.71127054,5926.19298461,4
0.00000000,2.00000000,0.00000000,176.41286140,1.89590120,8599.26665274,4
0.00000000,3.00000000,1.00000000,140.31286140,1.52236644,5668.75600660,4
0.00000000,3.00000000,1.00000000,167.80286140,1.85811283,8587.88046053,4
0.00000000,3.00000000,1.00000000,197.83286140,2.00986233,12181.28685272,5
0.00000000,2.00000000,0.00000000,173.79086140,2.00145753,9241.17846025,5
0.00000000,2.00000000,0.00000000,170.01986140,1.68520297,8105.99096040,5
0.00000000,3.00000000,1.00000000,200.62886140,2.00852955,13305.85370984,5
0.00000000,3.00000000,1.00000000,198.90886140,2.01168233,13538.29711100,5
0.00000000,2.00000000,0.00000000,192.68886140,1.89359925,11999.51754010,5
0.00000000,3.00000000,1.00000000,200.65286140,1.98150579,13896.45950601,5
0.00000000,3.00000000,1.00000000,205.54086140,2.12287209,14013.70409297,5
0.00000000,2.00000000,0.00000000,201.20686140,2.11971892,12258.61997845,5
0.00000000,3.00000000,1.00000000,173.68286140,1.66395848,8841.96861598,5
0.00000000,2.00000000,0.00000000,197.21286140,2.10422276,12509.46019550,5
0.00000000,3.00000000,1.00000000,186.03886140,1.80967565,10115.29872417,5
0.00000000,3.00000000,1.00000000,190.10886140,1.95693977,12037.73784665,5
0.00000000,3.00000000,1.00000000,227.06886140,2.30538785,17080.82421909,5
0.00000000,2.00000000,0.00000000,205.32486140,2.06860979,12950.39248214,5
0.00000000,3.00000000,1.00000000,217.29086140,2.13149233,17242.28532849,5
0.00000000,2.00000000,0.00000000,211.32086140,2.09845989,13706.80340082,5
0.00000000,2.00000000,0.00000000,193.26886140,2.01926442,13516.47781569,5
0.00000000,3.00000000,1.00000000,214.73686140,2.12449834,15319.35065207,5
0.00000000,3.00000000,1.00000000,201.01686140,2.10454999,13094.21052200,5
0.00000000,3.00000000,1.00000000,226.46286140,2.32190325,17572.19994308,5
0.00000000,2.00000000,0.00000000,159.63386140,1.78143368,6340.38078721,5
0.00000000,3.00000000,1.00000000,201.93486140,1.94022786,12500.56686749,5
0.00000000,3.00000000,1.00000000,211.80086140,2.09803323,13733.63684657,5
0.00000000,3.00000000,1.00000000,189.80286140,1.91467227,12044.22461186,5
0.00000000,3.00000000,1.00000000,198.60086140,2.01115404,13512.77788000,5
0.00000000,3.00000000,1.00000000,211.25486140,2.07731263,13534.03370702,5
0.00000000,3.00000000,1.00000000,204.41686140,2.03368535,14748.10814068,5
0.00000000,3.00000000,1.00000000,222.61886140,2.25147551,14513.15930173,5
0.00000000,3.00000000,1.00000000,206.95486140,2.06666105,13778.03770377,5
0.00000000,3.00000000,1.00000000,175.73486140,1.90247126,9847.82473627,5
0.00000000,2.00000000,0.00000000,178.53886140,1.86408795,10124.72744022,5
0.00000000,3.00000000,1.00000000,213.64486140,2.19338083,15399.36053877,5
0.00000000,3.00000000,1.00000000,203.34886140,2.00936118,13495.20252804,5
0.00000000,3.00000000,1.00000000,199.96686140,2.03949376,13436.64656485,5
0.00000000,3.00000000,1.00000000,202.53886140,2.11322015,14753.54390410,5
0.00000000,3.00000000,1.00000000,193.16986140,1.91940630,13072.87019201,5
0.00000000,3.00000000,1.00000000,199.38886140,2.22507950,14037.38861021,5
0.00000000,3.00000000,1.00000000,214.88486140,2.14854451,14945.87190352,5
0.00000000,3.00000000,1.00000000,195.46686140,1.94585482,12046.50496769,5
0.00000000,2.00000000,0.00000000,180.14286140,1.68550554,10686.68939944,5
0.00000000,2.00000000,0.00000000,177.33086140,1.83892295,9223.04867640,5
0.00000000,2.00000000,0.00000000,185.41286140,1.93984808,11749.99210100,5
0.00000000,2.00000000,0.00000000,187.38686140,2.11952729,10299.71187568,5
0.00000000,2.00000000,0.00000000,202.76086140,2.02351210,12496.36718376,5
0.00000000,3.00000000,1.00000000,187.76886140,1.95911510,11744.77643167,5
0.00000000,3.00000000,1.00000000,179.43086140,1.92137650,11732.82508825,5
0.00000000,3.00000000,1.00000000,208.38486140,2.05283625,14716.93108522,5
0.00000000,2.00000000,0.00000000,199.59486140,2.01088110,13193.45463180,5
0.00000000,3.00000000,1.00000000,214.35586140,2.08265170,15228.18159088,5
0.00000000,3.00000000,1.00000000,209.73286140,2.12525330,15496.20724306,5
0.00000000,2.00000000,0.00000000,201.61286140,2.01838054,13667.14342639,5
0.00000000,3.00000000,1.00000000,187.77686140,1.80419515,10927.11757301,5
0.00000000,3.00000000,1.00000000,207.64886140,2.20926066,12900.52136111,5
0.00000000,3.00000000,1.00000000,195.95486140,2.07600308,12586.80282150,5
0.00000000,2.00000000,0.00000000,191.92886140,2.00664092,12731.33107864,5
0.00000000,3.00000000,1.00000000,192.10886140,1.94918347,11871.42647036,5
0.00000000,3.00000000,1.00000000,197.61086140,2.24785515,13660.70338627,5
0.00000000,3.00000000,1.00000000,171.01286140,1.94846947,9400.38384329,5
0.00000000,2.00000000,0.00000000,210.80886140,2.19202258,13242.93769690,5
0.00000000,3.00000000,1.00000000,205.18386140,2.35710870,12791.59489034,5
0.00000000,3.00000000,1.00000000,190.07486140,1.93860368,11141.53735440,5
0.00000000,2.00000000,0.00000000,188.13286140,1.96023321,12290.77514409,5
0.00000000,3.00000000,1.00000000,213.37086140,2.19932428,14820.64460720,5
0.00000000,3.00000000,1.00000000,203.62086140,1.97251090,12767.03297007,5
0.00000000,2.00000000,0.00000000,170.66486140,1.86974515,7974.71243016,5
0.00000000,3.00000000,1.00000000,185.06286140,2.02139610,10928.32630144,5
0.00000000,3.00000000,1.00000000,198.02286140,1.94014029,12364.96594523,5
0.00000000,2.00000000,0.00000000,193.41686140,1.99364804,12062.67046259,5
0.00000000,3.00000000,1.00000000,197.77486140,2.15862859,12291.34913971,5
0.00000000,3.00000000,1.00000000,209.11286140,2.03171144,14793.93488730,5
0.00000000,3.00000000,1.00000000,186.24686140,1.96211498,11315.08863606,5
0.00000000,3.00000000,1.00000000,213.09886140,2.30020130,15243.97553053,5
0.00000000,3.00000000,1.00000000,214.35586140,2.08265170,15228.18159088,5
0.00000000,3.00000000,1.00000000,212.47086140,2.19004752,14876.74509775,5
0.00000000,2.00000000,0.00000000,181.14286140,1.95669937,10845.71837331,5
0.00000000,3.00000000,1.00000000,165.78586140,1.81492431,9300.10913063,5
0.00000000,2.00000000,0.00000000,208.36886140,2.16518068,14598.33255063,5
0.00000000,3.00000000,1.00000000,191.15986140,1.98636032,12188.13366522,5
0.00000000,2.00000000,0.00000000,181.08486140,1.84691324,9637.59388761,5
0.00000000,3.00000000,1.00000000,180.54886140,1.81437358,10620.25549976,5
0.00000000,3.00000000,1.00000000,207.26086140,2.00658944,14217.78815210,5
0.00000000,3.00000000,1.00000000,206.02086140,2.29729242,13819.73446599,5
0.00000000,3.00000000,1.00000000,216.59686140,2.14554091,15700.48819764,5
0.00000000,2.00000000,0.00000000,182.13486140,1.88365638,9684.05376584,5
0.00000000,3.00000000,1.00000000,181.55886140,1.99059782,11738.89288810,5
0.00000000,3.00000000,1.00000000,193.82086140,1.90936370,11318.94900850,5
0.00000000,3.00000000,1.00000000,179.48086140,1.86626927,10479.96941384,5
0.00000000,3.00000000,1.00000000,187.66886140,2.00959042,10700.89391571,5
0.00000000,2.00000000,0.00000000,190.66986140,1.83199163,10589.77472553,5
0.00000000,3.00000000,1.00000000,217.98686140,2.12550758,15088.92686780,5
0.00000000,2.00000000,0.00000000,181.19286140,1.88792251,9893.58091093,5
0.00000000,2.00000000,0.00000000,179.07686140,1.80647171,10529.91705526,5
0.00000000,3.00000000,1.00000000,196.75686140,1.96852706,11902.35644751,5
0.00000000,3.00000000,1.00000000,197.27886140,2.05412842,12679.95690863,5
0.00000000,3.00000000,1.00000000,176.23886140,2.03134334,9681.48950152,5
0.00000000,2.00000000,0.00000000,169.60686140,1.71643743,9130.22574687,5
0.00000000,3.00000000,1.00000000,201.03286140,2.11788583,12879.36796698,5
0.00000000,3.00000000,1.00000000,221.65886140,2.18227053,16295.56427421,5
0.00000000,3.00000000,1.00000000,206.59886140,2.02416414,14745.69674039,5
1.00000000,2.00000000,2.00000000,159.59886140,1.60895529,5502.82720887,6
1.00000000,1.00000000,1.00000000,130.70286140,1.38372883,3153.25484956,6
1.00000000,1.00000000,1.00000000,134.21086140,1.30630049,3064.86362428,6
1.00000000,1.00000000,1.00000000,155.00886140,1.65391432,5159.22849324,6
1.00000000,1.00000000,1.00000000,139.03886140,1.39019185,3757.75094337,6
1.00000000,1.00000000,1.00000000,160.00486140,1.70844316,5346.43330710,6
1.00000000,1.00000000,1.00000000,138.70086140,1.47779849,3694.51374331,6
1.00000000,1.00000000,1.00000000,134.97086140,1.42891341,3370.49744682,6
1.00000000,1.00000000,1.00000000,146.00286140,1.66759858,4613.04315518,6
1.00000000,1.00000000,1.00000000,138.50286140,1.44410334,3744.57949444,6
1.00000000,1.00000000,1.00000000,135.04486140,1.48398812,3865.48970786,6
1.00000000,1.00000000,1.00000000,151.74286140,1.60309246,5137.84818962,6
1.00000000,1.00000000,1.00000000,136.93886140,1.45077032,3536.37415995,6
1.00000000,1.00000000,1.00000000,140.59486140,1.54850494,3612.77688700,6
1.00000000,1.00000000,1.00000000,147.19386140,1.46438996,3982.20179452,6
1.00000000,1.00000000,1.00000000,142.37286140,1.53903581,4074.16566155,6
1.00000000,1.00000000,1.00000000,131.55486140,1.40066222,3258.89191918,6
1.00000000,1.00000000,1.00000000,133.78086140,1.44509656,3121.22425902,6
1.00000000,1.00000000,1.00000000,162.28686140,1.57395839,5573.32435337,6
1.00000000,1.00000000,1.00000000,127.08086140,1.32501159,2986.68437693,6
1.00000000,1.00000000,1.00000000,133.86286140,1.42018678,3675.34746902,6
1.00000000,1.00000000,1.00000000,141.95086140,1.52998726,4273.27750355,6
1.00000000,1.00000000,1.00000000,137.61686140,1.41190611,3772.10242500,6
1.00000000,1.00000000,1.00000000,136.98886140,1.41295889,3650.41682253,6
1.00000000,1.00000000,1.00000000,157.77086140,1.50116153,5613.31509850,6
1.00000000,1.00000000,1.00000000,131.88686140,1.36766818,3046.96522533,6
1.00000000,1.00000000,1.00000000,134.83886140,1.44283857,3505.64802500,6
1.00000000,1.00000000,1.00000000,136.74086140,1.36979881,3674.61333614,6
1.00000000,1.00000000,1.00000000,138.65086140,1.45160792,3776.50100700,6
1.00000000,1.00000000,1.00000000,131.29086140,1.24146523,2419.45788560,6
1.00000000,1.00000000,1.00000000,139.38686140,1.45730756,3729.17420228,6
1.00000000,1.00000000,1.00000000,126.51086140,1.44142697,3470.60993208,6
1.00000000,1.00000000,1.00000000,144.56486140,1.36852057,4335.96875080,6
1.00000000,1.00000000,1.00000000,144.71286140,1.46924272,4203.44581191,6
1.00000000,1.00000000,1.00000000,135.52486140,1.43477852,3419.24036202,6
1.00000000,1.00000000,1.00000000,151.89086140,1.55629567,4766.83842680,6
1.00000000,1.00000000,1.00000000,166.54686140,1.84848215,6782.34952123,6
1.00000000,1.00000000,1.00000000,145.88086140,1.63179211,4727.12767387,6
1.00000000,1.00000000,1.00000000,148.69886140,1.58319407,4722.32116447,6
0.00000000,2.00000000,0.00000000,138.73286140,1.39770777,3486.44701557,6
1.00000000,1.00000000,1.00000000,169.53086140,1.62888417,6107.11476625,6
1.00000000,1.00000000,1.00000000,140.21486140,1.38978175,3632.04157742,6
1.00000000,1.00000000,1.00000000,131.96086140,1.49864106,3091.32230046,6
1.00000000,1.00000000,1.00000000,131.91086140,1.34013465,2746.51392670,6
1.00000000,1.00000000,1.00000000,140.07286140,1.38923209,3528.48332710,6
1.00000000,1.00000000,1.00000000,135.83886140,1.38093659,3486.65477566,6
1.00000000,1.00000000,1.00000000,130.85286140,1.43034624,3260.08948999,6
1.00000000,1.00000000,1.00000000,138.46086140,1.41126221,3502.29950982,6
1.00000000,1.00000000,1.00000000,139.61886140,1.38558598,3607.86202134,6
1.00000000,1.00000000,1.00000000,154.22286140,1.54201036,4594.75990722,6
1.00000000,1.00000000,1.00000000,145.48286140,1.59626934,4437.11299763,6
1.00000000,1.00000000,1.00000000,141.98286140,1.50103561,3979.94990023,6
1.00000000,1.00000000,1.00000000,161.50086140,1.57379406,5848.75586630,6
1.00000000,1.00000000,1.00000000,155.67086140,1.47034744,5679.53696845,6
1.00000000,1.00000000,1.00000000,134.05286140,1.36455343,3101.21277016,6
1.00000000,1.00000000,1.00000000,142.52086140,1.32191229,3435.96683970,6
1.00000000,1.00000000,1.00000000,145.66286140,1.51462457,3993.68569875,6
1.00000000,1.00000000,1.00000000,148.16286140,1.62322103,4515.29967723,6
1.00000000,1.00000000,1.00000000,133.56486140,1.42920617,3456.27060873,6
1.00000000,1.00000000,1.00000000,134.79686140,1.34022251,3433.30540507,6
0.00000000,3.00000000,1.00000000,182.06986140,1.91811019,9708.53471879,6
1.00000000,1.00000000,1.00000000,144.14286140,1.51014693,4200.74765527,6
1.00000000,1.00000000,1.00000000,150.87486140,1.70244050,4716.15830577,6
1.00000000,1.00000000,1.00000000,152.40486140,1.62034524,5243.26775360,6
1.00000000,1.00000000,1.00000000,131.34886140,1.49290105,3110.50547471,6
1.00000000,1.00000000,1.00000000,134.49886140,1.44755578,3773.01158085,6
1.00000000,1.00000000,1.00000000,144.10886140,1.48243901,4300.67317037,6
1.00000000,1.00000000,1.00000000,141.81086140,1.49086498,3927.74501603,6
1.00000000,1.00000000,1.00000000,133.21686140,1.50802474,3542.63811124,6
1.00000000,1.00000000,1.00000000,134.63286140,1.50953883,3598.94277931,6
1.00000000,1.00000000,1.00000000,140.38686140,1.54857648,3944.36253560,6
1.00000000,1.00000000,1.00000000,137.01286140,1.43150424,3631.85940286,6
1.00000000,1.00000000,1.00000000,136.87286140,1.41841498,3703.13034691,6
1.00000000,1.00000000,1.00000000,146.49086140,1.44135080,3786.02765766,6
1.00000000,1.00000000,1.00000000,142.04186140,1.51882173,4052.28810430,6
1.00000000,1.00000000,1.00000000,135.18686140,1.35766009,3049.16975900,6
1.00000000,1.00000000,1.00000000,133.12686140,1.33697184,2968.13187325,6
1.00000000,1.00000000,1.00000000,139.31286140,1.42647903,3833.65919370,6
1.00000000,1.00000000,1.00000000,140.21486140,1.44817052,3921.89822664,6
1.00000000,1.00000000,1.00000000,132.43286140,1.47328017,3333.16839168,6
1.00000000,1.00000000,1.00000000,131.55686140,1.43054341,3499.25746488,6
1.00000000,1.00000000,1.00000000,131.89486140,1.52919226,3291.40074670,6
1.00000000,1.00000000,1.00000000,141.16486140,1.45215426,3939.09714293,6
1.00000000,1.00000000,1.00000000,144.99486140,1.58255732,4458.55737099,6
1.00000000,1.00000000,1.00000000,130.38086140,1.48673376,3279.72721077,6
1.00000000,1.00000000,1.00000000,167.18286140,1.64294572,5841.68169300,6
1.00000000,1.00000000,1.00000000,131.60486140,1.50069104,3172.70514418,6
1.00000000,1.00000000,1.00000000,139.21486140,1.61542547,4018.88664567,6
1.00000000,1.00000000,1.00000000,133.62286140,1.33687952,3103.29714343,6
1.00000000,1.00000000,1.00000000,137.93086140,1.35301858,3194.79834919,6
1.00000000,1.00000000,1.00000000,139.18886140,1.36124998,3415.75707748,6
1.00000000,1.00000000,1.00000000,135.26086140,1.49546662,3592.35352929,6
1.00000000,1.00000000,1.00000000,157.68086140,1.49690314,5409.01012592,6
1.00000000,1.00000000,1.00000000,135.16886140,1.43811647,3426.27699694,6
1.00000000,1.00000000,1.00000000,162.55286140,1.71011471,5769.38831342,6
1.00000000,1.00000000,1.00000000,135.72286140,1.48024982,3505.50150001,6
1.00000000,1.00000000,1.00000000,138.77486140,1.48176100,3734.58627414,6
1.00000000,1.00000000,1.00000000,129.82686140,1.35271915,2943.22982148,6
1.00000000,1.00000000,1.00000000,152.28886140,1.62605599,5557.81170926,6
1.00000000,1.00000000,1.00000000,147.85486140,1.42392473,3669.32072214,6
0.00000000,3.00000000,1.00000000,152.37886140,1.76967610,5600.13919070,7
0.00000000,2.00000000,0.00000000,148.75686140,1.70888729,5074.98102426,7
0.00000000,3.00000000,1.00000000,166.50486140,1.74804813,7388.36240775,7
0.00000000,2.00000000,0.00000000,176.80086140,1.83715458,7854.61924499,7
